LAMMPS data file via write_data, version 2 Aug 2023, timestep = 300291, units = real

1200 atoms
2 atom types
800 bonds
1 bond types
400 angles
1 angle types

3.479272120811127 26.520727879189874 xlo xhi
3.479272120811127 26.520727879189874 ylo yhi
3.479272120811127 26.520727879189874 zlo zhi

Masses

1 15.9994
2 1.008

Pair Coeffs # lj/cut/coul/long

1 0.1521 3.1507
2 0 1

Bond Coeffs # harmonic

1 450 0.9572

Angle Coeffs # harmonic

1 55 104.52

Atoms # full

648 216 2 0.417 6.529688140019466 4.484849800865812 4.115141666040884 -1 1 0
325 109 1 -0.834 19.004852520384173 14.966410004924063 5.381392214978158 -1 0 1
340 114 1 -0.834 20.445677261008992 14.711519080486056 12.582556303962564 1 0 0
488 163 2 0.417 8.775848620949551 5.085974214457415 4.164775667839849 0 0 2
258 86 2 0.417 7.474459886463968 8.09124521816233 4.342830943311684 1 1 2
361 121 1 -0.834 4.556737844902575 3.873019882948759 7.099459146438814 2 1 1
363 121 2 0.417 5.262850961918875 4.096361077065429 6.493023626029291 2 1 1
1155 385 2 0.417 9.671655629810603 8.383060866814477 4.392630004315381 0 2 1
1153 385 1 -0.834 8.915600501481817 8.968988472805064 4.356430277967296 0 2 1
256 86 1 -0.834 6.6194769623279734 7.661615170846815 4.317086200626894 1 1 2
1047 349 2 0.417 7.065020790904593 5.320796787421224 9.607243870807999 -1 1 1
3 1 2 0.417 15.222082862074148 6.854298499115742 3.619815735608442 1 -3 0
1045 349 1 -0.834 6.491306149074319 4.802268290078615 9.043133475081817 -1 1 1
1154 385 2 0.417 9.137359344355524 9.684044617947707 4.952886881484555 0 2 1
625 209 1 -0.834 10.75049736975575 6.892360466829606 4.138102010615857 0 1 2
627 209 2 0.417 10.989908285823935 6.579602678378936 5.010515634108874 0 1 2
794 265 2 0.417 9.923392835417904 5.353602035638256 8.290819816493487 0 1 0
924 308 2 0.417 10.806533352657663 9.9066704942171 9.096350084831675 1 0 1
465 155 2 0.417 11.055781048070306 4.003811769854349 12.762931965770406 0 1 0
694 232 1 -0.834 8.467779785483202 8.11839736778491 7.981830933366389 1 0 0
696 232 2 0.417 9.257308673765234 7.754613760104239 8.382513581810537 1 0 0
695 232 2 0.417 8.77620705657367 8.530213010357544 7.174662359279058 1 0 0
793 265 1 -0.834 10.596922008421567 5.839055566546112 8.76719615459409 0 1 0
774 258 2 0.417 4.247054131869403 13.488140989113573 5.549820689224466 -2 1 1
983 328 2 0.417 7.237674219981747 5.916910023397635 12.021050384394831 -2 2 2
539 180 2 0.417 11.212217490074284 11.228883821879444 3.9293629202276104 0 0 0
620 207 2 0.417 4.299577133136821 8.95324926305943 6.74864349261035 -1 1 1
619 207 1 -0.834 4.762640251345922 9.790909077780139 6.736850232009492 -1 1 1
772 258 1 -0.834 4.1578023964279325 12.53715234831844 5.612232991053444 -2 1 1
156 52 2 0.417 6.009166497206044 12.828704442017765 5.298578793902684 0 -2 -1
1179 393 2 0.417 10.357494042124571 11.598566465484504 5.991626303154896 0 1 1
154 52 1 -0.834 6.868626430654753 13.06644299527049 5.646501925563511 0 -2 -1
500 167 2 0.417 4.643019416857988 6.859854663196347 6.470612912950222 2 0 1
155 52 2 0.417 6.832851091232104 12.812434311585196 6.5686953871108065 0 -2 -1
438 146 2 0.417 4.068161082564285 10.152746106028712 4.604311468337355 0 -1 1
436 146 1 -0.834 4.426286696297686 9.605587605938618 3.905308865070797 0 -1 1
858 286 2 0.417 8.13252407495004 14.553204265184998 5.839400210831173 0 1 -1
1178 393 2 0.417 9.042644641746925 11.221136337646476 6.6401896804269365 0 1 1
1177 393 1 -0.834 9.716942369949447 10.889455670297366 6.047272068022883 0 1 1
