   2.00000000 -549.36211988 
   2.10000000 -549.36296826 
   2.20000000 -549.36334856 
   2.30000000 -549.36342902 
   2.40000000 -549.36332590 
   2.50000000 -549.36311713 
   2.60000000 -549.36285291 
   2.70000000 -549.36256409 
   2.80000000 -549.36226851 
   2.90000000 -549.36197585 
   3.00000000 -549.36169106 
   3.10000000 -549.36141673 
   3.20000000 -549.36115443 
   3.30000000 -549.36090585 
   3.40000000 -549.36067235 
   3.50000000 -549.36045531 
   3.60000000 -549.36025582 
   3.70000000 -549.36007449 
   3.80000000 -549.35991136 
   3.90000000 -549.35976589 
   4.00000000 -549.35963705 
   4.10000000 -549.35952342 
   4.20000000 -549.35942341 
   4.30000000 -549.35933535 
   4.40000000 -549.35925759 
   4.50000000 -549.35918848 
   4.60000000 -549.35912695 
   4.70000000 -549.35907172 
   4.80000000 -549.35902177 
   4.90000000 -549.35897630 
   5.00000000 -549.35893466 
   5.10000000 -549.35889632 
   5.20000000 -549.35886084 
   5.30000000 -549.35882788 
   5.40000000 -549.35879717 
   5.50000000 -549.35876846 
   5.60000000 -549.35874156 
   5.70000000 -549.35871631 
   5.80000000 -549.35869257 
   5.90000000 -549.35867021 
   6.00000000 -549.35864912 
   6.10000000 -549.35862921 
   6.20000000 -549.35861040 
   6.30000000 -549.35859259 
   6.40000000 -549.35857573 
   6.50000000 -549.35855974 
   6.60000000 -549.35854458 
   6.70000000 -549.35853018 
   6.80000000 -549.35851650 
   6.90000000 -549.35850349 
   7.00000000 -549.35849111 
   7.10000000 -549.35847932 
   7.20000000 -549.35846809 
   7.30000000 -549.35845738 
   7.40000000 -549.35844717 
   7.50000000 -549.35843742 
   7.60000000 -549.35842811 
   7.70000000 -549.35841921 
   7.80000000 -549.35841070 
   7.90000000 -549.35840257 
   8.00000000 -549.35839478 
   8.10000000 -549.35838733 
   8.20000000 -549.35838019 
   8.30000000 -549.35837335 
   8.40000000 -549.35836680 
   8.50000000 -549.35836051 
   8.60000000 -549.35835447 
   8.70000000 -549.35834868 
   8.80000000 -549.35834312 
   8.90000000 -549.35833778 
   9.00000000 -549.35833265 
   9.10000000 -549.35832772 
   9.20000000 -549.35832298 
   9.30000000 -549.35831842 
   9.40000000 -549.35831403 
   9.50000000 -549.35830980 
   9.60000000 -549.35830574 
   9.70000000 -549.35830182 
   9.80000000 -549.35829805 
   9.90000000 -549.35829441 
  10.00000000 -549.35829090 
