   2.00000000 -549.35183906 
   2.10000000 -549.35451640 
   2.20000000 -549.35637631 
   2.30000000 -549.35764241 
   2.40000000 -549.35848215 
   2.50000000 -549.35902106 
   2.60000000 -549.35935162 
   2.70000000 -549.35954087 
   2.80000000 -549.35963595 
   2.90000000 -549.35966894 
   3.00000000 -549.35966090 
   3.10000000 -549.35962538 
   3.20000000 -549.35957104 
   3.30000000 -549.35950365 
   3.40000000 -549.35942742 
   3.50000000 -549.35934575 
   3.60000000 -549.35926160 
   3.70000000 -549.35917770 
   3.80000000 -549.35909629 
   3.90000000 -549.35901920 
   4.00000000 -549.35894776 
   4.10000000 -549.35888275 
   4.20000000 -549.35882448 
   4.30000000 -549.35877286 
   4.40000000 -549.35872748 
   4.50000000 -549.35868775 
   4.60000000 -549.35865298 
   4.70000000 -549.35862231 
   4.80000000 -549.35859533 
   4.90000000 -549.35857131 
   5.00000000 -549.35854968 
   5.10000000 -549.35853002 
   5.20000000 -549.35851197 
   5.30000000 -549.35849526 
   5.40000000 -549.35847968 
   5.50000000 -549.35846506 
   5.60000000 -549.35845130 
   5.70000000 -549.35843829 
   5.80000000 -549.35842597 
   5.90000000 -549.35841429 
   6.00000000 -549.35840319 
   6.10000000 -549.35839264 
   6.20000000 -549.35838261 
   6.30000000 -549.35837307 
   6.40000000 -549.35836399 
   6.50000000 -549.35835536 
   6.60000000 -549.35834714 
   6.70000000 -549.35833932 
   6.80000000 -549.35833188 
   6.90000000 -549.35832480 
   7.00000000 -549.35831806 
   7.10000000 -549.35831164 
   7.20000000 -549.35830553 
   7.30000000 -549.35829971 
   7.40000000 -549.35829417 
   7.50000000 -549.35828889 
   7.60000000 -549.35828387 
   7.70000000 -549.35827907 
   7.80000000 -549.35827451 
   7.90000000 -549.35827015 
   8.00000000 -549.35826600 
   8.10000000 -549.35826205 
   8.20000000 -549.35825827 
   8.30000000 -549.35825467 
   8.40000000 -549.35825124 
   8.50000000 -549.35824796 
   8.60000000 -549.35824483 
   8.70000000 -549.35824184 
   8.80000000 -549.35823898 
   8.90000000 -549.35823626 
   9.00000000 -549.35823365 
   9.10000000 -549.35823116 
   9.20000000 -549.35822878 
   9.30000000 -549.35822651 
   9.40000000 -549.35822433 
   9.50000000 -549.35822225 
   9.60000000 -549.35822026 
   9.70000000 -549.35821835 
   9.80000000 -549.35821653 
   9.90000000 -549.35821478 
  10.00000000 -549.35821311 
